100, 0, 20, 100, 0, 90, 0, 0
90, 0, 20, 100, 0, 100, 0, 0
91, 0, 50, 100, 0, 80, 0, 0
93, 0, 20, 100, 0, 100, 0, 0
99, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 92, 0, 0
100, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 99, 0, 0
98, 0, 20, 100, 0, 100, 0, 0
99, 0, 70, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 90, 0, 0
90, 0, 20, 100, 0, 100, 0, 0
91, 0, 50, 100, 0, 80, 0, 0
93, 0, 20, 100, 0, 100, 0, 0
99, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 92, 0, 0
100, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 99, 0, 0
98, 0, 20, 100, 0, 100, 0, 0
99, 0, 70, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 90, 0, 0
90, 0, 20, 100, 0, 100, 0, 0
91, 0, 50, 100, 0, 80, 0, 0
93, 0, 20, 100, 0, 100, 0, 0
99, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 92, 0, 0
100, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 99, 0, 0
98, 0, 20, 100, 0, 100, 0, 0
99, 0, 70, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 90, 0, 0
90, 0, 20, 100, 0, 100, 0, 0
91, 0, 50, 100, 0, 80, 0, 0
93, 0, 20, 100, 0, 100, 0, 0
99, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 92, 0, 0
100, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 99, 0, 0
98, 0, 20, 100, 0, 100, 0, 0
99, 0, 70, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 90, 0, 0
90, 0, 20, 100, 0, 100, 0, 0
91, 0, 50, 100, 0, 80, 0, 0
93, 0, 20, 100, 0, 100, 0, 0
99, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 92, 0, 0
100, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 99, 0, 0
98, 0, 20, 100, 0, 100, 0, 0
99, 0, 70, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 90, 0, 0
90, 0, 20, 100, 0, 100, 0, 0
91, 0, 50, 100, 0, 80, 0, 0
93, 0, 20, 100, 0, 100, 0, 0
99, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 92, 0, 0
100, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 99, 0, 0
98, 0, 20, 100, 0, 100, 0, 0
99, 0, 70, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 90, 0, 0
90, 0, 20, 100, 0, 100, 0, 0
91, 0, 50, 100, 0, 80, 0, 0
93, 0, 20, 100, 0, 100, 0, 0
99, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 92, 0, 0
100, 0, 20, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 99, 0, 0
98, 0, 20, 100, 0, 100, 0, 0
99, 0, 70, 100, 0, 100, 0, 0
100, 0, 20, 100, 0, 90, 0, 0
90, 0, 20, 100, 0, 100, 0, 0
91, 0, 50, 100, 0, 80, 0, 0
93, 0, 20, 100, 0, 100, 0, 0
